01,01,44.4,0,0.57
01,02,44.39,0,0.43
01,03,47.8,0,0.44
01,04,35.83,0,0.4
01,05,27.33,0,0.35
01,06,34.72,0,0.32
01,07,39.56,0,0.82
01,08,41.55,0,0.95
01,09,46.13,0,0.93
01,10,60.1,0,0.68
01,11,36.01,0,0.31
01,12,41.3,0,0.38
01,13,27.05,0,0.33
01,14,43.4,0,0.4
01,15,47.73,0,0.53
01,16,46.64,0,0.82
01,17,33.63,0,0.86
01,18,22.77,0,0.39
01,19,22.59,0,0.37
01,20,27.4,0,0.43
01,21,30.5,0,0.55
01,22,28.56,0,0.54
01,23,27.37,0.0049,0.86
01,24,30.21,0,0.44
01,25,35.72,0,0.51
01,26,46,0.0021,0.51
01,27,41.15,0,0.49
01,28,37.57,0,0.55
02,01,56.71,0,0.62
02,02,47.37,0,0.54
02,03,48.73,0.004,0.93
02,04,48.07,0,0.57
02,05,40.31,0,0.55
02,06,39.48,0,0.47
02,07,43.62,0,0.45
02,08,43.73,0,0.54
02,09,35.99,0.0095,0.92
02,10,35.28,0,0.46
02,11,26.08,0,0.33
02,12,26.83,0,0.39
02,13,21.09,0,0.33
02,14,20.55,0,0.35
02,15,25.86,0.0119,0.89
02,16,45.97,0.0258,0.96
02,17,44.57,0,0.53
02,18,36.61,0,0.35
02,19,33.62,0,0.44
02,20,52.23,0,0.48
02,21,53.54,0.0081,0.8
02,22,48.02,0,0.55
02,23,42.65,0.0187,0.94
02,24,52.35,0.0181,0.97
02,25,46.59,0,0.47
02,26,37.68,0.0048,0.4
02,27,40.49,0,0.38
02,28,55.24,0,0.37
03,01,61.51,0,0.3
03,02,38.87,0,0.38
03,03,36.5,0,0.43
03,04,37.73,0,0.75
03,05,39.46,0,0.49
03,06,44.74,0,0.64
03,07,53.24,0,0.53
03,08,69.56,0,0.3
03,09,68.55,0,0.36
03,10,69.68,0,0.51
03,11,66.79,0,0.52
03,12,55.06,0,0.59
03,13,57.36,0,0.7
03,14,50.77,0,0.93
03,15,50.71,0,0.82
03,16,65.96,0,0.62
03,17,65.25,0,0.31
03,18,60.57,0,0.27
03,19,42.73,0.0103,0.69
03,20,42.49,0,0.6
03,21,45.85,0,0.32
03,22,51.4,0,0.4
03,23,61.57,0,0.37
03,24,66.41,0,0.38
03,25,64.64,0.0215,0.73
03,26,48.49,0,0.5
03,27,53.14,0,0.76
03,28,62.23,0,0.67
04,01,69.39,0,0.72
04,02,52.87,0.0072,0.74
04,03,42.43,0,0.31
04,04,67.13,0,0.3
04,05,38.26,0,0.35
04,06,47.88,0,0.37
04,07,54.02,0.0113,0.79
04,08,46.51,0,0.45
04,09,39.62,0.017,0.76
04,10,40.59,0,0.39
04,11,58.43,0,0.47
04,12,56.72,0,0.6
04,13,50.72,0,0.4
04,14,56.69,0,0.38
04,15,56.76,0,0.41
04,16,64.11,0,0.34
04,17,60.67,0,0.37
04,18,75.9,0,0.27
04,19,79.68,0,0.26
04,20,62.82,0,0.26
04,21,61.59,0,0.48
04,22,72.52,0,0.58
04,23,61.03,0.0247,0.87
04,24,58.8,0,0.24
04,25,66.9,0,0.55
04,26,78.52,0,0.42
04,27,54.27,0.0016,0.85
04,28,52.71,0.1125,0.89
05,01,54.69,0.0549,0.93
05,02,62.1,0,0.89
05,03,66.64,0,0.78
05,04,55.99,0,0.86
05,05,51.79,0.0016,0.87
05,06,53.49,0.0573,0.89
05,07,57.55,0.0018,0.7
05,08,67.22,0,0.33
05,09,56.69,0.0173,0.78
05,10,59.28,0,0.65
05,11,56.4,0.0065,0.91
05,12,61.58,0,0.87
05,13,64.85,0.0117,0.95
05,14,70.35,0,0.48
05,15,55.57,0,0.34
05,16,57.15,0,0.33
05,17,54.68,0.0447,0.86
05,18,59.94,0,0.63
05,19,63.45,0,0.58
05,20,71.18,0,0.39
05,21,56.12,0.0106,0.85
05,22,55.06,0.0088,0.91
05,23,68.43,0,0.63
05,24,75.95,0,0.45
05,25,81.08,0,0.34
05,26,79.17,0,0.52
05,27,81.53,0,0.61
05,28,79.97,0,0.62
06,01,83.43,0,0.54
06,02,73.43,0,0.75
06,03,76.09,0,0.82
06,04,77.44,0,0.74
06,05,76.95,0,0.8
06,06,81.87,0,0.45
06,07,82.43,0,0.51
06,08,67.17,0,0.49
06,09,73.96,0,0.37
06,10,74.18,0,0.36
06,11,81.81,0,0.59
06,12,88.64,0,0.44
06,13,71.22,0,0.46
06,14,73.54,0,0.37
06,15,73.75,0.0011,0.68
06,16,77,0,0.75
06,17,74.17,0,0.61
06,18,78.67,0,0.43
06,19,81.48,0,0.39
06,20,84.41,0,0.39
06,21,86.98,0,0.51
06,22,81.08,0,0.38
06,23,74.6,0,0.78
06,24,79.85,0,0.71
06,25,79.01,0,0.57
06,26,80.51,0,0.48
06,27,79.98,0,0.6
06,28,80.27,0,0.79
07,01,80.54,0,0.71
07,02,76.23,0,0.45
07,03,69.79,0,0.68
07,04,70.89,0,0.84
07,05,84.83,0,0.62
07,06,87.44,0,0.6
07,07,87.84,0,0.55
07,08,87.77,0,0.56
07,09,85.96,0,0.6
07,10,79.89,0,0.52
07,11,79.72,0,0.49
07,12,82.64,0,0.59
07,13,83.41,0.0135,0.74
07,14,89.41,0,0.58
07,15,85.14,0,0.58
07,16,87.87,0,0.51
07,17,85.3,0,0.52
07,18,88.63,0,0.58
07,19,85.32,0,0.51
07,20,81.2,0,0.6
07,21,83.41,0,0.5
07,22,87.4,0,0.56
07,23,91.42,0,0.54
07,24,89.98,0,0.44
07,25,92.08,0,0.58
07,26,88.99,0,0.57
07,27,87.63,0,0.52
07,28,87.06,0,0.64
08,01,85.32,0,0.65
08,02,83.71,0,0.63
08,03,78.49,0,0.62
08,04,78.94,0,0.58
08,05,79.57,0,0.62
08,06,86.99,0,0.63
08,07,83.2,0,0.46
08,08,85.96,0,0.45
08,09,77.92,0,0.67
08,10,84.91,0,0.67
08,11,89.54,0,0.55
08,12,89.74,0,0.6
08,13,90.63,0,0.6
08,14,92.96,0,0.47
08,15,88.81,0,0.54
08,16,84.36,0,0.72
08,17,88.5,0,0.54
08,18,83.55,0,0.64
08,19,84.91,0,0.52
08,20,85.93,0,0.54
08,21,82.77,0.0197,0.77
08,22,79.37,0,0.52
08,23,78.57,0,0.46
08,24,80.94,0,0.53
08,25,81.92,0,0.66
08,26,89.5,0,0.54
08,27,86.45,0,0.5
08,28,82.93,0,0.58
09,01,75.54,0,0.78
09,02,75.86,0,0.49
09,03,75.26,0,0.63
09,04,75.44,0,0.46
09,05,80.23,0,0.45
09,06,83.94,0,0.42
09,07,86.31,0,0.5
09,08,90.27,0,0.52
09,09,91.91,0,0.45
09,10,88.86,0,0.57
09,11,81.27,0,0.44
09,12,77.11,0,0.42
09,13,80.72,0,0.5
09,14,86.45,0,0.45
09,15,72.3,0,0.58
09,16,72.82,0,0.55
09,17,75.93,0,0.63
09,18,79.72,0,0.7
09,19,72.55,0.1283,0.95
09,20,75.07,0,0.77
09,21,78.4,0,0.66
09,22,80.13,0,0.5
09,23,80.12,0,0.54
09,24,72.67,0,0.75
09,25,68.33,0,0.43
09,26,68.35,0,0.73
09,27,69.39,0,0.64
09,28,66.97,0.0224,0.91
10,01,65.03,0.0167,0.95
10,02,69.15,0,0.84
10,03,72.44,0,0.57
10,04,69.43,0,0.71
10,05,66.37,0,0.64
10,06,64.89,0,0.79
10,07,66.52,0,0.83
10,08,65.91,0.0236,0.93
10,09,60.83,0.0176,0.53
10,10,58.32,0,0.44
10,11,59.62,0,0.53
10,12,63.2,0,0.65
10,13,64.68,0,0.72
10,14,59.75,0,0.47
10,15,62.35,0,0.52
10,16,66.41,0,0.66
10,17,73.42,0,0.66
10,18,72.8,0,0.7
10,19,77.65,0,0.62
10,20,76.77,0,0.7
10,21,74.82,0,0.68
10,22,56.08,0,0.43
10,23,60.64,0,0.44
10,24,66.25,0,0.49
10,25,58.01,0,0.4
10,26,52.2,0,0.46
10,27,59.15,0,0.74
10,28,56.99,0,0.48
11,01,56.06,0,0.69
11,02,62.72,0,0.74
11,03,74.49,0,0.55
11,04,59.55,0,0.47
11,05,58.84,0,0.45
11,06,65.51,0,0.32
11,07,54.02,0,0.39
11,08,62.69,0,0.35
11,09,60.58,0,0.71
11,10,55.92,0,0.41
11,11,63.36,0,0.41
11,12,46.78,0,0.38
11,13,55.62,0,0.3
11,14,53.47,0,0.45
11,15,59.36,0,0.37
11,16,61.59,0,0.42
11,17,58.02,0,0.46
11,18,62.25,0,0.46
11,19,64.48,0,0.53
11,20,44.54,0,0.36
11,21,42.22,0,0.3
11,22,44.57,0,0.33
11,23,46.75,0,0.37
11,24,52.33,0,0.49
11,25,53.24,0,0.67
11,26,48.24,0,0.49
11,27,49.27,0,0.42
11,28,48.12,0,0.55
12,01,55.1,0,0.43
12,02,49.67,0,0.42
12,03,48.26,0,0.47
12,04,45.04,0,0.53
12,05,51.62,0,0.66
12,06,41.62,0.0345,0.85
12,07,47.95,0,0.6
12,08,45.89,0,0.39
12,09,37.4,0,0.43
12,10,35.32,0,0.39
12,11,35.69,0,0.51
12,12,47.37,0,0.91
12,13,43.28,0,0.59
12,14,44.83,0,0.45
12,15,24.76,0,0.25
12,16,24.29,0,0.31
12,17,33.02,0.0049,0.94
12,18,58.78,0.0012,0.85
12,19,34.66,0,0.49
12,20,32.9,0,0.48
12,21,44.88,0,0.39
12,22,51.54,0,0.38
12,23,44.03,0,0.47
12,24,44.3,0.0064,0.95
12,25,46.62,0,0.67
12,26,43.31,0,0.78
12,27,60.51,0,0.74
12,28,45.88,0,0.46
